,ID GS1,Clacom,Nombre Clacom,Nombre GS1,
,10003191,210080403,BISAGRAS RETEN / PARCHE / CANGREJO 26MM, Bisagras – Puerta,
,10003191,210080404,BISAGRAS RETEN / PARCHE / CANGREJO CIERRE SUAVE, Bisagras – Puerta,
,10003191,210080405,BISAGRAS VIDRIO, Bisagras – Puerta,
,10003191,210080406,BISAGRAS CIERRE PRESION , Bisagras – Puerta,
,10003191,210080407,OTRAS BISAGRAS P/MUEBLES, Bisagras – Puerta,
,,2100805,ACCESORIOS MUEBLES,,
,10003194,210080501,ESCUADRAS Y SOPORTES, Otros elementos de ferretería de fijaciones/sujeciones,
,,210080502,ORGANIZADORES MUEBLES,,
,10005437,210080503,PATINES Y REGATONES / DESLIZADORES, Ruedas giratorias/almohadillas/deslizaderas para muebles,
,10005437,210080504,RUEDAS, Ruedas giratorias/almohadillas/deslizaderas para muebles,
,10003194,210080505,SOPORTE DE REPISAS Y COMPLEMENTOS, Otros elementos de ferretería de fijaciones/sujeciones,
,10005437,210080506,PROTECTORES / FIELTROS, Ruedas giratorias/almohadillas/deslizaderas para muebles,
,10003194,210080507,CONECTORES Y RETENES, Otros elementos de ferretería de fijaciones/sujeciones,
,10003194,210080508,DILATADORES, Otros elementos de ferretería de fijaciones/sujeciones,
,10005095,210080509,OTROS ACCESORIOS P/MUEBLES, Escritorios/mesas para oficinas/uso doméstico – Componentes/recambios,
,,2100806,TIRADORES/JALADERAS Y BOTONES MUEBLES,,
,10002573,210080601,TIRADORES/JALADERAS PLATEADOS, Pomos/tiradores/palancas para puertas,
,10002573,210080602,TIRADORES/JALADERAS DORADOS, Pomos/tiradores/palancas para puertas,
,10002573,210080603,TIRADORES/JALADERAS BRONCE, Pomos/tiradores/palancas para puertas,
,10002573,210080604,TIRADORES/JALADERAS, RUSTICOS/ANTIQUE/ENVEJECIDOS,
,10002573,210080605,TIRADORES/JALADERAS PORCELANA, Pomos/tiradores/palancas para puertas,
,10002573,210080606,TIRADRES/JALADERAS MADERA, Pomos/tiradores/palancas para puertas,
,10002573,210080607,TIRADORES/JALADERAS PLASTICOS/ACRILICOS, Pomos/tiradores/palancas para puertas,
,10002573,210080608,TIRADORES/JALADERAS INFANTILES, Pomos/tiradores/palancas para puertas,
,10002573,210080609,OTROS TIRADORES, JALADERAS/VINTAGE/VIDRIO/CUERO,
,,2100807,ACCESORIOS CLOSET,,
,10006794,210080701,CARROS DE CORREDERAS CLOSET, Rieles de montaje,
,10006794,210080702,RIELES DE CLOSET, Rieles de montaje,
,10006794,210080703,BARRAS Y SOPORTES CLOSET, Rieles de montaje,
,,211,CASA INTELIGENTE,,
,,21101,REDES Y COMPUTO,,
,,2110101,COMPUTADORES,,
,10001144,211010101,COMPUTADORES ESCRITORIO, Computadoras personales – De escritorio/Terminal de Internet,
,10001145,211010102,COMPUTADORES PORTATILES Y LAPTOS, Computadoras personales – Portátiles,
,,2110102,IMPRESORAS,,
,,211010201,MULTIFUNCIONALES E IMPRESORAS,,
,10001156,211010202,CATRIDGE / CARTUCHOS DE TINTA, Consumibles para impresoras,
,,2110103,AMPLIFICADORES DE SENAL,,
,10001168,211010301,ROUTER, Enrutadores de red,
,10001173,211010302,EXTENSORES / AMPLIFICADORES DE RANGO, Repetidores,
,10001168,211010303,SPOTS / DOTS / MESH, Enrutadores de red,
,,211010304,OTROS DISPOSITIVOS DE SENAL,,
,,2110104,PERIFERICOS PC,,
,10001154,211010401,PARLANTES PARA PC, Altavoces para computadoras/mini altavoces,
,10001150,211010402,TECLADOS, Teclados para computadoras,
,10001151,211010403,MOUSES, Dispositivos de punteros para computadoras,
,10001161,211010404,CAMARAS WEB, Cámaras Web,
,10001133,211010405,DISCOS DUROS / MEMORIAS / DISP ALMACENAMIENTO, Unidades de discos duros,
,10001366,211010406,OTROS PERIFERICOS PARA PC, Otros periféricos para videojuegos/computadoras,
,,2110105,ACCESORIOS PC,,
,10001108,211010501,ASEO Y MANTENIMIENTO PARA PC, Productos para la limpieza de videojuegos/computadoras,
,10001107,211010502,FUNDAS / FORROS / PAD MOUSE, Estuche/porta computadoras/video juego,
,10005438,211010503,BASES Y SOPORTES, Soportes/bases para computadoras,
,,21102,AUDIO,,
,,2110201,AUDIFONOS,,
,10001467,211020101,AUDIFONOS ALAMBRICOS, Auriculares,
,10001467,211020102,AUDIFONOS INALAMBRICOS, Auriculares,
,,2110202,PARLANTES / KARAOKES,,
,10005710,211020201,KARAOKES, Altavoces portátiles,
,10005710,211020202,PARLANTES RECARGABLES, Altavoces portátiles,
,10001431,211020203,PARLANTES NO RECARGABLES, Equipo de cine doméstico,
,,2110203,OTROS DISPOSITIVOS DE AUDIO,,
,10001424,211020301,RADIOS Y DESPERTADORES, Radiodespertadores,
,10001431,211020302,HOME THEATER / TEATRO EN CASA, Equipo de cine doméstico,
,,211020303,MIXERS / MEZCLADORES/VINILOS,,
,10001439,211020304,TOCA DISCOS Y TORNAMESAS, Plataforma giratoria – Vinilo,
,10001430,211020305,EQUIPOS DE SONIDO / MINI COMPONENTES, Equipo estéreo doméstico,
,,2110204,ACCESORIOS DE AUDIO,,
,10004124,211020401,SOPORTES Y ACCESORIOS PARA DISP AUDIO, Liras/atriles/soportes para instrumentos musicales,
,10001476,211020402,MICROFONOS, Micrófonos,
,10001484,211020403,OTROS ACCESORIOS DE AUDIO, Otros accesorios audiovisuales,
,,21103,CONECTIVIDAD,,
,,2110301,VIDEO / CABLES Y CONECTORES,,
,10001411,211030101,ANTENAS TV, Antenas,
,,211030102,DECODIFICADORES,,
,10005757,211030103,RCA / CABLES Y CONECTORES, Cables para sistemas audiovisuales,
,10005757,211030104,HDMI / CABLES Y CONECTORES, Cables para sistemas audiovisuales,
,10005754,211030105,VGA / CABLES Y CONECTORES, Cables para computadora,
,10005758,211030106,COAXIAL / CABLES Y CONECTORES, Cables para sistemas de telecomunicaciones,
,,211030107,OTROS VIDEO / CABLES Y CONECTORES,,
,10001470,211030108,CONTROLES REMOTO, Mandos a distancia universales,
,,2110302,TELEFONIA FIJA / CABLES Y CONECTORES,,
,10005758,211030201,RJ11 / CABLES Y CONECTORES, Cables para sistemas de telecomunicaciones,
,10005758,211030202,OTROS TELEFONIA FIJA / CABLES Y CONECTORES, Cables para sistemas de telecomunicaciones,
,,2110303,COMPUTO Y PROYECTORES / CABLES Y CONECTORES,,
,10005758,211030301,UTP RJ45 / CABLES Y CONECTORES, Cables para sistemas de telecomunicaciones,
,10005758,211030302,OTROS PC Y PROYECTORES / CABLES Y CONECTORES, Cables para sistemas de telecomunicaciones,
,,2110304,AUDIO / CABLES Y CONECTORES,,
,10005757,211030401,RCA / CABLES Y CONECTORES, Cables para sistemas audiovisuales,
,10005757,211030402,3.5MM / CABLES Y CONECTORES, Cables para sistemas audiovisuales,
,10005757,211030403,OTROS AUDIO / CABLES Y CONECTORES, Cables para sistemas audiovisuales,
,,2110305,TELEFONIA CELULAR / CABLES Y CONECTORES,,
,10007020,211030501,CABLES Y CONECTORES, Accesorios para teléfonos móviles / teléfonos inteligentes,
,,21104,ENTRETENIMIENTO,,
,,2110401,VIDEO JUEGOS,,
,10003818,211040101,CONSOLAS DE VIDEO JUEGOS, Consolas de videojuegos – Portátiles,
,,211040102,PERIFERICOS PARA CONSOLAS DE VIDEO JUEGOS,,
,10001137,211040103,VIDEO JUEGOS, Programas de juegos para videojuegos/computadoras,
,,2110402,TELEVISION SATELITAL,,
,,211040201,TELEVISION SATELITAL,,
,,2110403,OTROS ENTRETENIMIENTOS,,
,,211040303,INSTRUMENTOS MUSICALES,,
,,211040304,OTROS JUGUETES ELECTRONICOS,,
,10005194,211040301,DRONES, Vehículos de juguete no aptos para montarse en ellos (eléctricos),
,10007020,211040302,REALIDAD VIRTUAL, Accesorios para teléfonos móviles / teléfonos inteligentes,
,,21105,SEGURIDAD,,
,,2110501,VIDEO PORTEROS,,
,10005399,211050101,VIDEO PORTEROS, Intercomunicadores de entrada para puertas/accesos,
,10005399,211050102,ACCESORIOS PARA VIDEO PORTEROS, Intercomunicadores de entrada para puertas/accesos,
,,2110502,ALARMAS,,
,10005396,211050201,ALARMAS ALAMBRICAS, Alarmas antirrobo,
,10005396,211050202,ALARMAS INALAMBRICAS, Alarmas antirrobo,
,10005396,211050203,KITS Y COMBOS DE ALARMAS, Alarmas antirrobo,
,10005396,211050204,ACCESORIOS ALARMAS, Alarmas antirrobo,
,10005396,211050205,SENSORES DE MOVIMIENTO, Alarmas antirrobo,
,10005396,211050206,SENSOR DE APERTURA, Alarmas antirrobo,
,10005397,211050207,SENSOR DE HUMO, Detectores de gas/humo,
,10005397,211050208,SENSOR DE CO2, Detectores de gas/humo,
,10001379,211050209,OTROS, Otros accesorios de comunicación,
,,2110503,TIMBRES,,
,10005560,211050301,TIMBRES INALAMBRICOS, Carillones/timbres/zumbadores,
,10005560,211050302,TIMBRES ALAMBRICOS, Carillones/timbres/zumbadores,
,10005560,211050303,ACCESORIOS TIMBRES, Carillones/timbres/zumbadores,
,,2110504,CITOFONOS,,
,10005399,211050401,CITOFONOS/PORTEROS, Intercomunicadores de entrada para puertas/accesos,
,10005681,211050402,ACCESORIOS CITOFONIA, Accesorios de dispositivos de comunicación fija,
,10001189,211050403,INTERCOMUNICADORES, Intercomunicadores,
,,2110505,VIDEO SEGURIDAD,,
,10005414,211050501,SISTEMAS VIDEOSEGURIDAD ALAMBRICOS, Cámaras de vigilancia/grabadores de vídeo,
,10005414,211050502,SISTEMAS VIDEOSEGURIDAD INALAMBRICA, Cámaras de vigilancia/grabadores de vídeo,
,10005414,211050503,CAMARAS ALAMBRICAS, Cámaras de vigilancia/grabadores de vídeo,
,10005414,211050504,ACCESORIOS VIDEO SEGURIDAD, Cámaras de vigilancia/grabadores de vídeo,
,10005414,211050505,DUMMIES, Cámaras de vigilancia/grabadores de vídeo,
,10005414,211050506,OTROS SISTEMAS VIGILANCIA, Cámaras de vigilancia/grabadores de vídeo,
,10005414,211050507,CAMARAS INALAMBRICAS, Cámaras de vigilancia/grabadores de vídeo,
,,21106,SERVICIOS,,
,,2110601,VOZ Y DATOS,,
,10001195,211060101,RECARGA TELEFONIA CELULAR OPERADORES, Tarjetas de llamada/justificantes de prepago para teléfonos móviles,
,,211060102,RECARGA TELEVISION SATELITAL,,
,,211060103,OTRAS RECARGAS,,
,,2110602,GIFT CARDS,,
,,211060201,ENTRETENIMIENTO,,
,,211060202,OTRAS GIFT CARD,,
,,21107,SMART HOME,,
,,2110701,ALARMAS SMART,,
,10005396,211070101,ALARMAS ALAMBRICAS SMART, Alarmas antirrobo,
,10005397,211070107,SENSOR DE HUMO SMART, Detectores de gas/humo,
,10005397,211070108,SENSOR DE CO2 SMART, Detectores de gas/humo,
,,211070109,OTROS SMART,,
,10005396,211070102,ALARMAS INALAMBRICAS SMART, Alarmas antirrobo,
,10005396,211070103,KITS Y COMBOS DE ALARMAS SMART, Alarmas antirrobo,
,10005473,211070104,ACCESORIOS ALARMAS SMART, Piezas/Accesorios de repuesto de sistemas de alarma,
,10005412,211070105,SENSOR DE MOVIMIENTO SMART, Sensores de luz/movimiento/sonido,
,10005412,211070106,SENSOR DE APERTURA SMART, Sensores de luz/movimiento/sonido,
,,2110702,VIDEO SEGURIDAD SMART,,
,10007022,211070201,SIST VIDEOSEGURIDAD ALAMBRICOS SMART, Smart Home / Equipos de automatización para el hogar ,
,10007022,211070202,SIST VIDEO SEGURIDAD INHALAMBRICOS SMART, Smart Home / Equipos de automatización para el hogar ,
,10005414,211070203,CAMARAS ALAMBRICAS PARA DVR / XVR, Cámaras de vigilancia/grabadores de vídeo,
,10005414,211070204,CAMARAS INALAMBRICAS PARA DVR / XVR SMART, Cámaras de vigilancia/grabadores de vídeo,
,10005473,211070205,CABLES / ACCESORIOS VIDEOSEGURIDAD SMART, Piezas/Accesorios de repuesto de sistemas de alarma,
,10007022,211070206,OTROS SISTEMAS VIDEOSEGURIDAD SMART, Smart Home / Equipos de automatización para el hogar ,
,,2110703,CAMARAS INALAMBRICAS/IP,,
,10005414,211070301,CAMARAS USO INTERIOR SMART, Cámaras de vigilancia/grabadores de vídeo,
,10000791,211070303,MONITORES INFANTILES SMART, Control de la seguridad del bebé (eléctrico),
,10005414,211070302,CAMARAS USO EXTERIOR SMART, Cámaras de vigilancia/grabadores de vídeo,
,,2110704,CONECTIVIDAD SMART,,
,10001146,211070401,ASISTENTES DE VOZ, Asistentes digitales personales,
,,211070402,GATEWAY,,
,10001404,211070403,DISPOSITIVOS STREAMING, Televisores – Accesorios/recambios,
,10001404,211070404,OTROS CONECTIVIDAD SMART, Televisores – Accesorios/recambios,
,,2110705,ANUNCIADORES SMART,,
,10005414,211070501,VIDEOPORTEROS / VIDEODOORBELLS SMART, Cámaras de vigilancia/grabadores de vídeo,
,10005396,211070502,TIMBRES / SMART CHIMES SMART, Alarmas antirrobo,
,,2110706,OTROS DISPOSITIVOS SMART,,
,,211070601,DISPOSITIVOS DE AUDIO SMART,,
,10001470,211070602,CONTROLES REMOTO SMART, Mandos a distancia universales,
,,211070603,DIFUSORES / LIMPIADORES AMBIENTE SMART,,
,,211070604,OTROS DISPOSITIVOS SMART,,
,,21150,INSTALACIONES Y VTA DIRECTA,,
,,2115007,PRODUCTO VENTA DIRECTA,,
,,211500701,VENTA DIRECTA R.CONJUNTA,,
,,2115010,INST CITOFONIA / SEGURIDAD,,
,,211501001,INST CITOFONO,,
,,211501002,INST KIT TV,,
,,211501003,INST CAJA SEGURIDAD,,
,,211501004,INST ALARMA/CAMARA,,
,,211501005,INST ALARMA/CAMARA VE,,
,,211501006,INST CIERRE CERCO ELECTRICOS B3,,
,,211501007,INST CIERRE CERCO ELECTRICOS VE,,
,,2115020,GARANTIA EXT COMUNICACION,,
,,211502001,GE TELEFONOS,,
,,211502002,GE CELULARES,,
,,211502003,GE TIMBRES/CITOFONOS/SEGURIDAD,,
,,2115021,GARANTIA EXTENDIDA ELECTRONICA,,
,,211502101,GE COMPUTACION,,
,,211502102,GE AUDIO,,
,,211502103,GE VIDEO,,
,,211502104,GE ENTRETENIMIENTO,,
,,211502105,GE IMPRESORAS,,
,,211502106,GE MONITORES PC,,
,,211502107,GE PARLANTES PC,,
,,211502108,GE SMARTWATCH,,
,,211502109,GE GPS/INTERCOMUNICADORES,,
,,211502110,GE DVD,,
,,211502111,GE WEB CAM,,
,,211502112,GE NOTEBOOKS Y NETBOOKS,,
,,211502113,GE TABLET,,
,,211502114,GE ACCESORIOS FOTOGRAFIA,,
,,211502115,GE CAMARAS FOTOGRAFICAS,,
,,21109,TELEFONIA FIJA E INTERCOMUNICADORES,,
,,2110901,TELEFONOS FIJOS INALAMBRICOS,,
,10001191,211090101,TEL INALAMBRICOS SIMPLE, Teléfonos,
,10001191,211090102,TEL INALAMBRICOS MAS DE UN AURICULAR, Teléfonos,
,10001191,211090103,TEL INALAMBRICOS TRES AURICULARES, Teléfonos,
,,2110902,TELEFONOS FIJOS ALAMBRICOS,,
,10001191,211090201,TEL ALAMBRICOS TIPO ESCRITORIO, Teléfonos,
,10001191,211090202,TEL ALAMBRICOS TIPO BANANA / CITOFONO, Teléfonos,
,,2110903,OTROS TELEFONOS FIJOS,,
,10001191,211090301,OTROS TELEFONOS FIJOS, Teléfonos,
,,2110904,INTERCOMUNICADORES WALKIE TALKIE,,
,10001200,211090401,WALKIE TALKIE, Comunicaciones bilaterales por radio,
,,21108,TELEFONIA CELULAR,,
,,2110804,ACCESORIOS PARA TELEFONOS CELULARES,,
,10006743,211080401,SMARTWATCH Y BANDAS, Relojes inteligentes (smart watches),
,10007020,211080402,CASES PARA CELULARES, Accesorios para teléfonos móviles / teléfonos inteligentes,
,10007020,211080403,POWER BANKS Y DISPOSITIVOS DE CARGA, Accesorios para teléfonos móviles / teléfonos inteligentes,
,10007020,211080404,SOPORTES PARA CELULARES, Accesorios para teléfonos móviles / teléfonos inteligentes,
,,2110801,OPERADORES CELULARES,,
,10001198,211080102,TELEFONIA CELULAR POSPAGO, Teléfonos móviles/Smartphones,
,10001196,211080103,SIM CARDS, Tarjetas SIM de móvil/Adaptadores de tarjeta SIM,
,,211080104,ACTIVACIONES DE PLANES,,
,10001198,211080101,TELEFONIA CELULAR PREPAGO, Teléfonos móviles/Smartphones,
,,2110802,TELEFONIA CELULAR LIBRE,,
,10001198,211080201,BASICOS NO SMART, Teléfonos móviles/Smartphones,
,10001198,211080202,"SMARTPHONES <lt/> 5""", Teléfonos móviles/Smartphones,
,10001198,211080203,"PHABLETS 5"" ", Teléfonos móviles/Smartphones,
,,2110803,TABLETS,,
,10006276,211080301,TABLETS <gt/> 7 PULG, Computadoras personales/Tablets/eBooks,
,,4,HOGAR,,
,,415,ILUMINACION Y VENTILADORES,,
,,41501,LAMPARAS DE INTERIOR,,
,,4150101,COLGANTES,,
,10005639,415010101,COLGANTES NIQUEL, Iluminación – Fija,
,10005639,415010103,COLGANTES DORADAS / BRONCE, Iluminación – Fija,
,10005639,415010105,COLGANTES NATURALES, Iluminación – Fija,
,10005639,415010107,COLGANTES RUSTICAS, Iluminación – Fija,
,10005639,415010108,COLGANTES TELA, Iluminación – Fija,
,10005639,415010110,COLGANTES CRISTAL, Iluminación – Fija,
,10005639,415010111,COLGANTES MODA, Iluminación – Fija,
,10005639,415010112,COLGANTES HOJAS NIQUEL, Iluminación – Fija,
,10005639,415010113,COLGANTES HOJAS DORADAS/BRONCE, Iluminación – Fija,
,10005639,415010114,COLGANTES LED INTEGRADO, Iluminación – Fija,
,10005639,415010115,COLGANTES TULIPA ABIERTA, Iluminación – Fija,
,10005639,415010116,COLGANTES TUBOS, Iluminación – Fija,
,10005639,415010117, COLGANTES GLOBOS, Iluminación – Fija,
,10005639,415010102,METALICAS (CHAPA, ALUMINIO),
,10005639,415010104,ANTICADAS ( ENVEJECIDAS. BRONCE ANTICROMADA. COLOR, Iluminación – Fija,
,10005639,415010106,ALABASTRO, Iluminación – Fija,
,10005639,415010109,OTROS ACABADOS, Iluminación – Fija,
,,4150102,APLIQUES/ARBOTANTE,,
,10005639,415010201,APLIQUES/ARBOTANTE NIQUEL, Iluminación – Fija,
,10005639,415010203,APLIQUES/ARBOTANTE DORADOS / BRONCE, Iluminación – Fija,
,10005639,415010204,APLIQUES/ARBONATE NATURALES, Iluminación – Fija,
,10005639,415010206,APLIQUES/ARBOTANTE RUSTICOS, Iluminación – Fija,
,10005639,415010207,APLIQUES/ARBOTANTE TELA, Iluminación – Fija,
,10005639,415010210,APLIQUES/ARBOTANTE CRISTAL, Iluminación – Fija,
,10005639,415010211,APLIQUES/ARBOTANTE MODA, Iluminación – Fija,
,10005639,415010212,APLIQUES/ARBOTANTE HOJAS NIQUEL, Iluminación – Fija,
,10005639,415010213,APLIQUES/ARBOTANTE HOJAS DORADAS/BRONCE, Iluminación – Fija,
,10005639,415010214,APLIQUES/ARBOTANTE LED INTEGRADO, Iluminación – Fija,
,10005639,415010215,APLIQUES/ARBOTANTE DE CAMA, Iluminación – Fija,
,10005639,415010216,APLIQUES/ARBOTANTE DE BANO, Iluminación – Fija,
,10005639,415010202,DORADAS Y ACRILICAS (LAGRIMAS, CARIELES),
,10005639,415010205,ALABASTRO, Iluminación – Fija,
,10005639,415010208,CERAMICA, Iluminación – Fija,
,10005639,415010209,OTROS ACABADOS, Iluminación – Fija,
,,4150103,DE MESA,,
,10005641,415010301,MESA NIQUEL, Lámparas – de pie,
,10005641,415010302,MESA DORADAS / BRONCE, Lámparas – de pie,
,10005641,415010304,MESA NATURALES, Lámparas – de pie,
,10005641,415010306,MESA RUSTICAS, Lámparas – de pie,
,10005641,415010307,MESA TELA, Lámparas – de pie,
,10005641,415010308,MESA CERAMICA, Lámparas – de pie,
,10005641,415010310,MESA CRISTAL, Lámparas – de pie,
,10005641,415010311,MESA MODA, Lámparas – de pie,
,10005641,415010312,MESA LED INTEGRADO, Lámparas – de pie,
,10005641,415010303,ANTICADAS (ENVEJECIDAS, BRONCE ANTIGUO),
,10005641,415010305,ALABASTRO, Lámparas – de pie,
,10005641,415010309,OTROS ACABADOS, Lámparas – de pie,
,,4150104,DE PIE,,
,10005641,415010401,PIE NIQUEL, Lámparas – de pie,
,10005641,415010402,PIE DORADAS / BRONCE, Lámparas – de pie,
,10005641,415010404,PIE NATURALES, Lámparas – de pie,
,10005641,415010406,PIE RUSTICAS, Lámparas – de pie,
,10005641,415010407,PIE TELA, Lámparas – de pie,
,10005641,415010408,PIE CRISTAL, Lámparas – de pie,
,10005641,415010409,PIE MODA, Lámparas – de pie,
,10005641,415010410,PIE LED INTEGRADO, Lámparas – de pie,
,10005641,415010403,ANTICADAS (ENVEJECIDAS, BRONCE ANTIGUO),
,10005641,415010405,ALABASTRO, Lámparas – de pie,
,,4150105,COCINA,,
,10005639,415010501,COCINA CIRCULARES FLUORESCENTES, Iluminación – Fija,
,10005639,415010502,COCINA LINEALES FLUORESCENTES, Iluminación – Fija,
,10005639,415010503,COCINA CIRCULARES LED INTEGRADO, Iluminación – Fija,
,10005639,415010504,COCINA LINEALES LED INTEGRADO, Iluminación – Fija,
,,4150106,BASES Y PANTALLAS,,
,10005635,415010601,PANTALLAS, Pantallas de lámparas,
,10005637,415010602,BASES, Soportes/acoplamientos para lámparas,
,10005636,415010603,ACCESORIOS DE INSTALACION, Bases/soportes de lámparas,
,,4150107,REPUESTOS,,
,10005639,415010701,TULIPAS / BRICEROS, Iluminación – Fija,
,10005636,415010702,REPUESTOS, Bases/soportes de lámparas,
,10005572,415010703,ACCESORIOS DE INSTALACION, Paquetes variados de conexiones eléctricas,
,,4150108,INFANTILES,,
,10005639,415010801,INFANTILES COLGANTES, Iluminación – Fija,
,10005639,415010802,INFANTILES APLIQUES, Iluminación – Fija,
,10005641,415010803,INFANTILES MESA, Lámparas – de pie,
,10006896,415010804,ENTRETENIMIENTO (FIESTA), Iluminación eléctrica – Otros,
,10005639,415010805,LUCES DE GUIA, Iluminación – Fija,
,10005639,415010806,INFANTILES TECHO, Iluminación – Fija,
,10005639,415010807,INFANTILES PLAFONES, Iluminación – Fija,
,10005641,415010808,INFANTILES ESCRITORIO, Lámparas – de pie,
,,4150109,PLAFONES,,
,10005639,415010905,PLAFONES REDONDOS METAL NIQUEL, Iluminación – Fija,
,10005639,415010907,PLAFONES REDONDOS LED INTEGRADO, Iluminación – Fija,
,10005639,415010910,PLAFONES CUADRADOS CRISTAL, Iluminación – Fija,
,10005639,415010911,PLAFONES CUADRADOS LED INTEGRADO, Iluminación – Fija,
,10005639,415010912,OTROS PLAFONES LED, Iluminación – Fija,
,10005639,415010901,PLAFONES NATURALES, Iluminación – Fija,
,10005639,415010902,PLAFONES RUSTICOS, Iluminación – Fija,
,10005639,415010903,PLAFONES CLASICOS, Iluminación – Fija,
,10005639,415010904,PLAFONES REDONDOS VIDRIO, Iluminación – Fija,
,10005639,415010906,PLAFONES REDONDOS CRISTAL, Iluminación – Fija,
,10005639,415010908,PLAFONES CUADRADOS VIDRIO, Iluminación – Fija,
,10005639,415010909,PLAFONES CUADRADOS METAL NIQUEL, Iluminación – Fija,
,,4150110,ESCRITORIO,,
,10005641,415011004,ESCRITORIO PROFESIONAL LED INTEGRADO, Lámparas – de pie,
,10005641,415011001,ESCRITORIO ESCOLAR, Lámparas – de pie,
,10005641,415011002,ESCRITORIO ESCOLAR LED INTEGRADO, Lámparas – de pie,
,10005641,415011003,ESCRITORIO PROFESIONAL, Lámparas – de pie,
,,4150111,SPOTS,,
,10005639,415011103,SPOTS DICROICOS OJO DE BUEY, Iluminación – Fija,
,10005639,415011104,SPOTS HERMETICOS, Iluminación – Fija,
,10005639,415011105,SPOTS LED INTEGRADO, Iluminación – Fija,
,10005639,415011106,SPOTS STANDARD (E27/E14), Iluminación – Fija,
,10005639,415011101,SPOTS DICROICOS LLANOS DIRIGIBLES, Iluminación – Fija,
,10005639,415011102,SPOTS DICROICOS LLANOS FIJOS, Iluminación – Fija,
,,4150112,BARRA,,
,10005639,415011203,BARRAS LED INTEGRADO, Iluminación – Fija,
,10005639,415011201,BARRAS DICROICAS / BIPIN (G9/G4), Iluminación – Fija,
,10005639,415011202,BARRAS STANDARD (E27/E14), Iluminación – Fija,
,,4150113,RIELES,,
,10005639,415011301,RIELES, Iluminación – Fija,
,10005639,415011302,CABEZALES, Iluminación – Fija,
,10005649,415011303,ACCESORIOS RIELES, Rieles de cable/retráctiles,
,,4150114,TECHO,,
,10005639,415011401,TECHO NIQUEL, Iluminación – Fija,
,10005639,415011402,TECHO DORADAS / BRONCE, Iluminación – Fija,
,10005639,415011403,TECHO NATURALES, Iluminación – Fija,
,10005639,415011404,TECHO RUSTICAS, Iluminación – Fija,
,10005639,415011405,TECHO TELA, Iluminación – Fija,
,10005639,415011406,TECHO CRISTAL, Iluminación – Fija,
,10005639,415011407,TECHO MODA, Iluminación – Fija,
,10005639,415011408,TECHO HOJAS NIQUEL, Iluminación – Fija,
,10005639,415011409,TECHO HOJAS DORADAS / BRONCE, Iluminación – Fija,
,10005639,415011410,TECHO LED INTEGRADO, Iluminación – Fija,
,,4150115,DOWNLIGHTS,,
,10005639,415011501,DOWNLIGHTS EMBUTIDOS, Iluminación – Fija,
,10005639,415011502,DOWNLIGHTS EMBUTIDOS LED INTEGRADO, Iluminación – Fija,
,10005639,415011503,DOWNLIGHTS SOBREPONER, Iluminación – Fija,
,10005639,415011504,DOWNLIGHTS SOBREPONER LED INTEGRADO, Iluminación – Fija,
,,4150116,UNDERCABINETS,,
,10005639,415011601,SPOTS PARA MUEBLES DICROICOS / BIPIN (G9/G4), Iluminación – Fija,
,10005639,415011602,SPOTS PARA MUEBLES LED INTEGRADO, Iluminación – Fija,
,10005639,415011603,UNDERCABINETS LINEALES FLUORESCENTES, Iluminación – Fija,
,10005639,415011604,UNDERCABINETS LINEALES LED INTEGRADO, Iluminación – Fija,
,,4150117,TIRAS LED,,
,10005644,415011701,TIRAS LED INTERIOR, Lámparas de cuerda/cadena,
,10005644,415011702,ACCESORIOS TIRAS LED INTERIOR, Lámparas de cuerda/cadena,
,,41503,LAMPARAS DE EXTERIOR,,
,,4150301,EXTERIOR FAROLES,,
,10005215,415030101,FAROLES DE PARED, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030102,FAROLES DE TECHO, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030103,FAROLES DE PIE, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030104,FAROLES DE POSTE, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030105,FAROLES SOLARES, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030106,FAROLES LED INTEGRADO, Faroles/antorchas/lámparas de exterior (eléctricos),
,,4150302,EXTERIOR TORTUGAS,,
,10005215,415030201,TORTUGAS, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030202,TORTUGAS LED INTEGRADO, Faroles/antorchas/lámparas de exterior (eléctricos),
,,4150307,EXTERIOR ESTACAS,,
,10005215,415030701,ESTACAS, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030702,ESTACAS SOLARES, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030703,ESTACAS LED INTEGRADO, Faroles/antorchas/lámparas de exterior (eléctricos),
,,4150308,EXTERIOR APLIQUES,,
,10005215,415030801,APLIQUES, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030802,APLIQUES SOLARES, Faroles/antorchas/lámparas de exterior (eléctricos),
,10005215,415030803,APLIQUES LED INTEGRADO, Faroles/antorchas/lámparas de exterior (eléctricos),
,,4150309,EXTERIOR ESCALERA,,
,10005215,415030901,EXTERIOR ESCALERA, Faroles/antorchas/lámparas de exterior (eléctricos),
